"","Gender","Ever_Married","Age","Graduated","Spending_Score","Family_Size"
"1913","Male","Yes",39,"Yes","High",3
"1914","Male","Yes",65,"Yes","Low",NA
"1915","Female","No",23,"No","Low",5
"1916","Female","Yes",58,"No","Average",6
"1917","Male","Yes",84,"Yes","High",2
"1918","Male","Yes",35,"Yes","Average",2
"1919","Female","No",22,"No","Low",2
"1920","Male","No",30,"No","Low",4
"1921","Male","No",23,"No","Low",2
"1922","Female","No",41,"Yes","Low",3
"1923","Male","Yes",50,"Yes","High",3
"1924","Male","Yes",50,"Yes","High",4
"1925","Female","No",28,"Yes","Low",1
"1926","Female","Yes",37,"Yes","Average",2
"1927","Male","No",19,"No","Low",6
"1928","Female","No",30,"Yes","Low",5
"1929","Male","Yes",43,"No","Low",NA
"1930","Male","Yes",73,"No","High",2
"1931","Female","No",19,"No","Low",NA
"1932","Male","Yes",50,"Yes","High",3
"1933","Male","Yes",51,"Yes","Low",2
"1934","Female","Yes",32,"Yes","High",2
"1935","Female","No",39,"Yes","Low",1
"1936","Male","No",43,"Yes","Low",4
"1937","Female","No",33,"Yes","Low",2
"1938","Male","Yes",61,"Yes","Average",3
"1939","Female","Yes",70,"Yes","Average",2
"1940","Male","Yes",66,"Yes","Average",2
"1941","Female","Yes",72,"Yes","Low",1
"1942","Male","Yes",71,"Yes","High",2
"1943","Male","No",18,"No","Low",9
"1944","Male","Yes",33,"No","Average",2
"1945","Male","No",28,"Yes","Low",1
"1946","Female","Yes",27,"Yes","Average",2
"1947","Female","Yes",38,"No","Low",5
"1948","Male","Yes",63,"Yes","Average",7
"1949","Male","Yes",70,"Yes","High",3
"1950","Female","No",26,"Yes","Low",1
"1951","Male","Yes",36,"No","Low",2
"1952","Female","Yes",47,"Yes","Low",3
"1953","Male","No",28,"No","Low",2
"1954","Female","No",26,"Yes","Low",5
"1955","Male","Yes",65,"No","High",2
"1956","Male","No",20,"No","Low",3
"1957","Male","Yes",30,"Yes","Average",2
"1958","Male","No",41,"Yes","Low",2
"1959","Female","No",40,"Yes","Low",1
"1960","Female","Yes",47,"No","Average",4
"1961","Male","Yes",40,"Yes","Average",5
"1962","Female","Yes",53,"No","Average",3
"1963","Female","No",28,"Yes","Low",2
"1964","Male","Yes",60,"Yes","Low",2
"1965","Female","No",27,"Yes","Low",1
"1966","Male","Yes",43,"Yes","Low",2
"1967","Female","No",33,"Yes","Low",3
"1968","Male","Yes",56,"Yes","Average",2
"1969","Male","Yes",70,"Yes","High",2
"1970","Male","Yes",70,"No","High",2
"1971","Male","Yes",73,"No","High",3
"1972","Female","Yes",38,"Yes","Average",2
"1973","Female","No",40,"Yes","Low",3
"1974","Male","Yes",88,"No","Low",NA
"1975","Female","No",29,"Yes","Low",4
"1976","Male","Yes",27,"Yes","High",2
"1977","Female","Yes",40,"Yes","Average",2
"1978","Male","Yes",82,"Yes","Low",1
"1979","Female","No",38,"Yes","Low",1
"1980","Male","Yes",39,"Yes","Average",3
"1981","Male","Yes",39,"Yes","Average",2
"1982","Male","No",47,"Yes","Low",1
"1983","Male","Yes",75,"Yes","High",2
"1984","Female","Yes",37,"No","Low",4
"1985","Male","Yes",84,"No","High",2
"1986","Female","No",42,"Yes","Low",2
"1987","Male","Yes",39,"Yes","Average",2
"1988","Male","Yes",42,"Yes","Average",2
"1989","Female","Yes",40,"Yes","Average",2
"1990","Female","No",52,"Yes","Low",1
"1991","Male","No",52,"No","Low",1
"1992","Male","No",31,"Yes","Low",4
"1993","Male","Yes",37,"Yes","Low",2
"1994","Male","No",27,"Yes","Low",1
"1995","Female","No",35,"Yes","Low",4
"1996","Male","Yes",79,"Yes","High",2
"1997","Female","No",28,"Yes","Low",4
"1998","Male","No",31,"No","Low",4
"1999","Male","Yes",88,"No","High",3
"2000","Female","No",51,"Yes","Low",1
"2001","Male","Yes",38,"Yes","Low",2
"2002","Female","Yes",53,"Yes","Average",2
"2003","Female","No",43,"Yes","Low",2
"2004","Male","Yes",55,"No","Low",2
"2005","Male","No",35,"Yes","Low",2
"2006","Female","Yes",25,"No","Average",2
"2007","Male","Yes",58,"Yes","Average",4
"2008","Female","No",32,"Yes","Low",6
"2009","Female","Yes",49,"No","Average",4
"2010","Female","Yes",53,"No","High",2
"2011","Female","Yes",31,"No","Low",4
"2012","Male","No",39,"Yes","Low",2
"2013","Male","No",42,"Yes","Low",1
"2014","Male","No",20,"No","Low",5
"2015","Male","Yes",50,"Yes","Low",2
"2016","Male","No",26,"No","Low",6
"2017","Male","Yes",46,"Yes","Average",3
"2018","Male","No",30,"Yes","Low",2
"2019","Female","Yes",60,"Yes","Average",2
"2020","Male","Yes",84,"No","Low",1
"2021","Female","No",37,"Yes","Low",1
"2022","Male","Yes",63,"Yes","Low",1
"2023","Female","No",38,"Yes","Low",2
"2024","Male","Yes",51,"Yes","Average",4
"2025","Male","No",20,"No","Low",4
"2026","Female","No",25,"No","Low",3
"2027","Female","No",33,"Yes","Low",5
"2028","Female","No",31,"No","Low",1
"2029","Male","Yes",57,"Yes","Low",3
"2030","Male","Yes",42,"Yes","Low",4
"2031","Male","Yes",40,"No","Average",5
"2032","Male","Yes",66,"No","High",3
"2033","Male","No",21,"No","Low",4
"2034","Male","Yes",73,"No","High",2
"2035","Female","Yes",46,"Yes","Low",2
"2036","Female","Yes",66,"Yes","Average",2
"2037","Male","Yes",27,"Yes","Average",2
"2038","Female","Yes",35,"Yes","Low",NA
"2039","Female","Yes",53,"No","High",4
"2040","Male","Yes",80,"No","Low",1
"2041","Female","Yes",63,"Yes","Average",3
"2042","Female","No",41,"Yes","Low",1
"2043","Male","Yes",43,"Yes","Average",4
"2044","Male","Yes",47,"Yes","High",3
"2045","Female","No",18,"No","Low",5
"2046","Female","No",33,"Yes","Low",4
"2047","Male","No",30,"No","Low",3
"2048","Male","Yes",85,"Yes","High",2
"2049","Female","Yes",46,"Yes","High",NA
"2050","Male","Yes",48,"Yes","Low",2
"2051","Male","Yes",80,"Yes","High",2
"2052","Male","No",33,"Yes","Low",NA
"2053","Female","Yes",36,"Yes","High",7
"2054","Male","Yes",27,"No","Average",2
"2055","Male","No",28,"No","Low",5
"2056","Female","Yes",35,"Yes","Average",3
"2057","Male","No",26,"Yes","Low",3
"2058","Female","Yes",39,"Yes","Average",3
"2059","Female","Yes",56,"Yes","High",4
"2060","Female","No",26,"Yes","Low",2
"2061","Male","Yes",31,"Yes","Low",2
"2062","Male","No",21,"No","Low",2
"2063","Male","Yes",39,"No","Average",4
"2064","Female","No",51,"Yes","Low",1
"2065","Male","Yes",45,"No","Low",4
"2066","Female","No",33,"Yes","Low",NA
"2067","Male","Yes",62,NA,"Low",1
"2068","Female","Yes",80,"Yes","High",2
"2069","Male","Yes",77,"Yes","Low",1
"2070","Female","No",29,"No","Low",5
"2071","Female","Yes",33,"No","Average",5
"2072","Male","No",29,"No","Low",3
"2073","Female","No",20,"No","Low",NA
"2074","Male","Yes",43,"Yes","Low",2
"2075","Female","No",18,"No","Low",3
"2076","Male","Yes",53,"Yes","Average",3
"2077","Male","Yes",28,"Yes","Average",3
"2078","Female","No",43,"Yes","Low",4
"2079","Male","No",31,"Yes","Low",3
"2080","Female","No",28,"Yes","Low",2
"2081","Male","Yes",65,"Yes","Low",2
"2082","Male","Yes",33,"Yes","Average",2
"2083","Male","Yes",49,"Yes","Average",6
"2084","Male","No",33,"No","Low",4
"2085","Male","Yes",53,"Yes","Average",2
"2086","Female","Yes",47,"Yes","Average",4
"2087","Male","No",31,"No","Low",7
"2088","Male","Yes",52,"Yes","High",4
"2089","Male",NA,61,NA,"Average",2
"2090","Male","No",31,"No","Low",7
"2091","Female","No",30,"Yes","Low",2
"2092","Male","Yes",63,"Yes","Average",2
"2093","Male","Yes",69,"No","Average",2
"2094","Male","No",29,"Yes","Low",4
"2095","Female","Yes",56,"No","Average",5
"2096","Female","Yes",72,"Yes","Average",3
"2097","Male","Yes",88,"No","Low",1
"2098","Male","No",30,"No","Low",4
"2099","Female","No",31,"Yes","Low",4
"2100","Male","No",41,"Yes","Low",3
"2101","Female","No",31,"Yes","Low",7
"2102","Male","No",20,"No","Low",5
"2103","Female","Yes",26,"No","High",3
"2104","Male","Yes",48,"No","Average",5
"2105","Male","No",26,"No","Low",NA
"2106","Male","No",20,"No","Low",4
"2107","Male","Yes",41,"Yes","Low",4
"2108","Male","No",20,NA,"Low",5
"2109","Male","Yes",63,"Yes","Low",3
"2110","Male","Yes",88,"Yes","Low",1
"2111","Female","No",39,"Yes","Low",3
"2112","Male","Yes",55,"No","High",4
"2113","Male","No",32,"Yes","Low",NA
"2114","Male","No",32,"Yes","Low",2
"2115","Female","Yes",38,"Yes","Average",3
"2116","Female","Yes",62,"Yes","Low",1
"2117","Male","No",18,"No","Low",5
"2118","Male","Yes",67,"No","High",2
"2119","Female","Yes",42,"Yes","Low",2
"2120","Female","No",45,"Yes","Low",1
"2121","Male","Yes",46,"No","Average",3
"2122","Male","No",20,"No","Low",4
"2123","Female","Yes",41,"Yes","High",3
"2124","Female","Yes",35,"No","Average",4
"2125","Female","Yes",52,"Yes","Low",2
"2126","Female","Yes",63,"Yes","Average",4
"2127","Male","Yes",51,"No","Low",3
"2128","Female","Yes",29,"Yes","Average",2
"2129","Male","No",27,"No","Low",4
"2130","Female","No",37,"Yes","Low",1
"2131","Female","Yes",29,"No","Average",2
"2132","Female","No",50,"Yes","Low",2
"2133","Male","Yes",74,"Yes","Low",1
"2134","Female","Yes",72,"Yes","Average",3
"2135","Female","Yes",83,"Yes","High",2
"2136","Male","Yes",37,"Yes","Average",3
"2137","Female","No",19,"No","Low",3
"2138","Female","No",30,"No","Low",1
"2139","Female","No",46,"Yes","Low",2
"2140","Female","Yes",65,"Yes","Low",2
"2141","Female","Yes",88,"Yes","Average",2
"2142","Male","Yes",43,"Yes","Average",2
"2143","Male","Yes",50,"Yes","High",3
"2144","Male","No",35,"Yes","Low",2
"2145","Male","Yes",67,"Yes","Low",1
"2146","Male","Yes",66,"Yes","Low",1
"2147","Female","No",39,"Yes","Low",2
"2148","Female","Yes",46,"Yes","Average",NA
"2149","Female","No",32,"No","Low",1
"2150","Female","No",40,"Yes","Low",1
"2151","Male","Yes",88,"Yes","High",3
"2152","Male","No",30,"Yes","Low",5
"2153","Male","No",32,"Yes","Low",1
"2154","Male","Yes",43,"No","Low",2
"2155","Female","Yes",55,"No","Average",2
"2156","Female","Yes",47,"Yes","Average",3
"2157","Female","Yes",73,"No","Low",NA
"2158","Male","No",39,"Yes","Low",1
"2159","Male","No",22,"No","Low",4
"2160","Male","Yes",39,"Yes","Average",5
"2161","Female","No",31,"No","Low",7
"2162","Male","No",27,"Yes","Low",3
"2163","Male","No",19,"No","Low",4
"2164","Male","Yes",69,"No","Average",2
"2165","Male","Yes",37,"No","Average",2
"2166","Male","Yes",45,"Yes","High",2
"2167","Female","No",22,"No","Low",3
"2168","Female","No",26,"Yes","Low",3
"2169","Male","No",39,"Yes","Low",3
"2170","Male","Yes",61,"Yes","Low",2
"2171","Female","Yes",74,"No","High",2
"2172","Male","No",29,"Yes","Low",1
"2173","Male","No",29,"Yes","Low",1
"2174","Male","No",36,"No","Low",3
"2175","Female","No",63,"Yes","Low",2
"2176","Male","Yes",69,"Yes","Average",5
"2177","Female",NA,35,"Yes","Low",2
"2178","Male","Yes",81,"Yes","Low",1
"2179","Female","Yes",71,"No","High",2
"2180","Female","No",31,"No","Low",2
"2181","Male","Yes",41,"Yes","Average",4
"2182","Male","Yes",35,"No","Average",3
"2183","Female","No",52,"Yes","Low",1
"2184","Male","No",19,"No","Low",4
"2185","Female",NA,39,"Yes","Low",1
"2186","Male","Yes",45,"No","Low",2
"2187","Female","No",19,"No","Low",4
"2188","Male","No",23,"No","Low",5
"2189","Male","Yes",77,"No","Low",2
"2190","Female","Yes",84,"Yes","Low",1
"2191","Male","Yes",47,"No","High",4
"2192","Male","No",29,"Yes","Low",3
"2193","Female","No",35,"Yes","Low",3
"2194","Male","Yes",40,"Yes","Low",2
"2195","Male","No",35,"No","Low",1
"2196","Male","No",20,"No","Low",3
"2197","Male","No",43,"Yes","Low",2
"2198","Male","Yes",56,"No","Low",1
"2199","Female","Yes",53,"Yes","Low",1
"2200","Male","Yes",22,"No","High",3
"2201","Male","Yes",32,"No","High",4
"2202","Male","Yes",51,"No","High",5
"2203","Female","No",41,"No","Low",NA
"2204","Male","Yes",37,"No","Average",4
"2205","Male","Yes",55,"Yes","Average",4
"2206","Male","No",42,"Yes","Low",2
"2207","Male","No",20,"No","Low",5
"2208","Female","No",42,"Yes","Low",2
"2209","Female","Yes",38,"No","High",5
"2210","Female","No",52,"Yes","Low",1
"2211","Female","Yes",48,"Yes","Low",1
"2212","Male","Yes",37,"Yes","Average",2
"2213","Male","No",27,"No","Low",3
"2214","Male","Yes",48,"No","Average",4
"2215","Female","No",25,"Yes","Low",2
"2216","Female","No",56,"Yes","Low",1
"2217","Female","Yes",68,"No","Low",1
"2218","Male","No",21,"No","Low",4
"2219","Female",NA,72,"No","Average",2
"2220","Male","No",43,"Yes","Low",2
"2221","Male","Yes",52,"Yes","High",2
"2222","Male","Yes",50,"No","Average",5
"2223","Male","No",41,"Yes","Low",1
"2224","Male","Yes",40,"Yes","Average",2
"2225","Male","No",32,"Yes","Low",2
"2226","Male","Yes",57,"Yes","High",2
"2227","Female","No",25,"Yes","Low",2
"2228","Male","Yes",74,"No","High",2
"2229","Male","No",38,"Yes","Low",4
"2230","Female","Yes",46,"Yes","Average",2
"2231","Female","No",50,"Yes","Low",1
"2232","Male","Yes",50,"Yes","Average",2
"2233","Female","Yes",69,"Yes","High",2
"2234","Male","No",29,"Yes","Low",1
"2235","Male","Yes",84,"Yes","High",3
"2236","Male","Yes",73,"No","Low",NA
"2237","Male","Yes",38,"No","High",5
"2238","Female","Yes",82,"No","Low",1
"2239","Male","Yes",71,"No","High",NA
"2240","Female","Yes",50,"No","Low",3
"2241","Male","Yes",56,"Yes","High",2
"2242","Male","No",19,"No","Low",3
"2243","Male","Yes",29,"No","Low",3
"2244","Male","No",26,"Yes","Low",3
"2245","Female","No",31,"No","Low",5
"2246","Male","Yes",42,"Yes","Average",2
"2247","Female","No",33,"Yes","Low",1
"2248","Male","Yes",35,"No","Low",5
"2249","Female","Yes",46,"No","High",3
"2250","Female","No",67,"Yes","Low",2
"2251","Female","No",35,"No","Low",2
"2252","Male","No",28,"No","Low",3
"2253","Female","No",43,"No","Low",1
"2254","Female","Yes",40,"No","Average",NA
"2255","Female","Yes",73,"Yes","Average",3
"2256","Female","No",21,"No","Low",4
"2257","Female","No",32,"No","Low",3
"2258","Female","No",36,"No","Low",NA
"2259","Male","No",32,"Yes","Low",3
"2260","Male","No",25,"No","Low",3
"2261","Female","No",40,"Yes","Low",1
"2262","Female","No",19,"No","Low",3
"2263","Male","Yes",48,"Yes","High",5
"2264","Female","No",36,"Yes","Low",3
"2265","Male","No",27,"No","Low",3
"2266","Female","Yes",82,"No","High",2
"2267","Male","No",23,"No","Low",4
"2268","Male","No",30,"Yes","Low",3
"2269","Male","No",30,"Yes","Low",4
"2270","Male","No",30,"Yes","Low",3
"2271","Male","No",28,"Yes","Low",5
"2272","Male","Yes",60,"Yes","Low",2
"2273","Female","Yes",52,"Yes","Average",2
"2274","Female","No",19,"No","Low",NA
"2275","Female","No",19,"No","Low",2
"2276","Male","Yes",40,"No","Low",5
"2277","Male","No",38,"Yes","Low",1
"2278","Female","Yes",71,"Yes","Average",2
"2279","Female","No",40,"Yes","Low",3
"2280","Male","Yes",68,"Yes","High",2
"2281","Male","Yes",50,"Yes","Low",4
"2282","Male","No",21,"No","Low",4
"2283","Male","No",29,"Yes","Low",3
"2284","Female",NA,29,"Yes","High",1
"2285","Female","Yes",39,"No","Average",4
"2286","Male","Yes",41,"Yes","Low",4
"2287","Male","No",28,"No","Low",1
"2288","Female","No",22,"No","Low",3
"2289","Male","No",35,"Yes","Low",1
"2290","Female","Yes",49,"Yes","Low",2
"2291","Female","Yes",26,"Yes","Low",2
"2292","Female","No",33,"No","Low",1
"2293","Female","No",27,"No","Low",2
"2294","Female","No",50,"No","Low",2
"2295","Female","Yes",37,"Yes","Low",2
"2296","Male","No",43,"Yes","Low",2
"2297","Male","No",35,"Yes","Low",1
"2298","Female","Yes",50,"Yes","Low",1
"2299","Male","No",31,"Yes","Low",1
"2300","Female","Yes",29,"No","High",2
"2301","Female","No",20,"No","Low",2
"2302","Male","Yes",66,"Yes","Average",2
"2303","Male","Yes",37,"Yes","Average",2
"2304","Male","Yes",52,"Yes","Average",2
"2305","Male","Yes",45,"Yes","High",5
"2306","Female","No",27,"Yes","Low",6
"2307","Female","Yes",46,"Yes","High",4
"2308","Female","Yes",43,"No","Low",1
"2309","Female","No",32,"No","Low",6
"2310","Male","Yes",87,"Yes","Low",4
"2311","Female","Yes",40,"Yes","Average",5
"2312","Male","No",59,"Yes","Low",2
"2313","Male","Yes",63,"Yes","Average",3
"2314","Male","No",23,"No","Low",8
"2315","Female","Yes",65,"No","High",2
"2316","Male","No",47,"Yes","Low",1
"2317","Female","Yes",45,"Yes","Low",2
"2318","Male","Yes",79,"No","Low",1
"2319","Male","Yes",65,"No","High",2
"2320","Female","No",38,"Yes","Low",2
"2321","Female","Yes",28,"Yes","Low",2
"2322","Male","No",20,"No","Low",3
"2323","Female","Yes",36,"Yes","Low",2
"2324","Male","No",22,"No","Low",4
"2325","Male","Yes",56,"No","High",4
"2326","Female","No",32,"Yes","Low",3
"2327","Female","No",33,"Yes","Low",1
"2328","Female","Yes",68,"Yes","High",2
"2329","Male","Yes",53,"Yes","Average",3
"2330","Female","Yes",38,"Yes","Average",3
"2331","Male","No",22,"No","Low",5
"2332","Female","Yes",49,"Yes","High",4
"2333","Male","Yes",43,"Yes","Low",2
"2334","Female","No",33,"No","Low",1
"2335","Female","Yes",57,"Yes","High",2
"2336","Female","Yes",65,"Yes","Low",6
"2337","Female",NA,50,"Yes","High",1
"2338","Male","Yes",36,"Yes","Average",2
"2339","Female","Yes",43,"No","Average",7
"2340","Female","No",18,"No","Low",5
"2341","Female","Yes",43,"No","Average",2
"2342","Male","Yes",75,"Yes","Low",1
"2343","Female","Yes",27,"No","High",4
"2344","Male","Yes",39,"Yes","Average",2
"2345","Male","Yes",61,"Yes","Low",2
"2346","Female","Yes",73,"Yes","Low",5
"2347","Male","No",26,"Yes","Low",5
"2348","Male","Yes",52,"Yes","Average",4
"2349","Male","Yes",50,"Yes","Low",1
"2350","Female","No",51,"Yes","Low",1
"2351","Male","Yes",50,"No","Average",3
"2352","Male","Yes",53,"Yes","High",5
"2353","Male","Yes",40,"No","Low",4
"2354","Female","Yes",86,"No","Low",1
"2355","Female","No",26,"No","Low",3
"2356","Male","No",32,"No","Low",4
"2357","Female","No",22,"No","Low",3
"2358","Female","Yes",36,"Yes","Average",4
"2359","Female",NA,62,"Yes","Average",3
"2360","Female","Yes",69,"No","Low",1
"2361","Female","No",39,"Yes","Low",2
"2362","Female","Yes",81,"No","High",2
"2363","Female","No",28,"No","Low",2
"2364","Male","No",28,"Yes","Low",5
"2365","Male","No",52,"Yes","Low",5
"2366","Female","Yes",40,"Yes","Average",5
"2367","Male","No",68,"Yes","Low",NA
"2368","Female","Yes",37,"No","Average",2
"2369","Male","No",26,"No","Low",5
"2370","Female","No",31,"No","Low",1
"2371","Female","Yes",68,"Yes","Low",2
"2372","Male","Yes",42,"Yes","Average",3
"2373","Female","Yes",56,"Yes","Average",6
"2374","Male","Yes",37,"No","Low",2
"2375","Male","Yes",58,"Yes","Low",1
"2376","Male","No",33,"Yes","Low",1
"2377","Female","No",31,"No","Low",1
"2378","Female","No",27,"Yes","Low",3
"2379","Male","No",25,"No","Low",4
"2380","Male","Yes",51,"Yes","Average",2
"2381","Male","Yes",37,"No","Average",3
"2382","Male","Yes",69,"Yes","Average",4
"2383","Female","Yes",45,"No","Low",1
"2384","Male","Yes",38,"Yes","Low",2
"2385","Male","Yes",51,"Yes","Average",4
"2386","Female","No",19,"No","Low",4
"2387","Female","No",32,"Yes","Low",3
"2388","Male","No",31,"Yes","Low",5
"2389","Male","No",19,"No","Low",3
"2390","Male","Yes",41,"Yes","Average",3
"2391","Female","No",39,"No","Low",6
"2392","Male","No",21,"No","Low",4
"2393","Female","No",30,"No","Low",NA
"2394","Male","No",23,"No","Low",6
"2395","Male","Yes",65,"No","Average",2
"2396","Male","No",31,"No","Low",5
"2397","Female","Yes",74,"Yes","Low",NA
"2398","Female","Yes",73,"No","High",2
"2399","Male","Yes",42,"Yes","Low",2
"2400","Male","No",47,"Yes","Low",1
"2401","Female","No",19,"No","Low",5
"2402","Male","Yes",45,"No","Low",9
"2403","Female","No",25,"No","Low",7
"2404","Female","No",28,"Yes","Low",3
"2405","Female","Yes",40,"Yes","Average",2
"2406","Female",NA,40,"No","Low",4
"2407","Female","No",30,"Yes","Low",NA
